dti,fico,inq.last.6mths,credit.policy
0.5753194351042368,0.4523809523809524,0.037037037037037035,0
0.40517821116341635,0.9047619047619048,0.0,0
0.11701412239408206,0.40476190476190477,0.14814814814814814,0
0.5221923335574983,0.16666666666666666,0.0,0
0.476462676529926,0.11904761904761904,0.037037037037037035,0
0.214862138533961,0.30952380952380953,0.1111111111111111,0
0.8769334229993275,0.11904761904761904,0.037037037037037035,0
0.7135171486213854,0.4523809523809524,0.14814814814814814,0
0.33422999327505043,0.47619047619047616,0.18518518518518517,0
0.09751176866173504,0.42857142857142855,0.2962962962962963,0
0.3275050437121722,0.14285714285714285,0.1111111111111111,0
0.7394082044384667,0.21428571428571427,0.14814814814814814,0
0.6166778749159382,0.35714285714285715,0.14814814814814814,0
0.6381977135171487,0.47619047619047616,0.25925925925925924,0
0.5124411566913248,0.23809523809523808,0.25925925925925924,0
0.6718224613315401,0.9047619047619048,0.1111111111111111,0
0.35743106926698054,0.38095238095238093,0.14814814814814814,0
0.17249495628782785,0.3333333333333333,0.18518518518518517,0
0.3083389374579691,0.5,0.2962962962962963,0
0.35843981170141226,0.3333333333333333,0.4444444444444444,0
0.3214525891055817,0.30952380952380953,0.2222222222222222,0
0.47612642905178215,0.4523809523809524,0.2962962962962963,0
0.06893073301950235,0.3333333333333333,0.3333333333333333,0
0.6610625420309348,0.40476190476190477,0.18518518518518517,0
0.12172158708809686,0.5,0.18518518518518517,0
0.7505043712172159,0.16666666666666666,0.037037037037037035,0
0.05682582380632145,0.5714285714285714,0.2962962962962963,0
0.691324815063887,0.21428571428571427,0.18518518518518517,0
0.5944855413584398,0.2619047619047619,0.14814814814814814,0
0.4525891055817082,0.3333333333333333,0.3333333333333333,0
0.02555480833893746,0.14285714285714285,0.037037037037037035,0
0.50773369199731,0.21428571428571427,0.4074074074074074,0
0.28110289172831204,0.47619047619047616,0.25925925925925924,0
0.5332885003362475,0.07142857142857142,0.07407407407407407,0
0.4626765299260256,0.23809523809523808,0.2962962962962963,0
0.06691324815063887,0.42857142857142855,0.25925925925925924,0
0.3520511096166779,0.21428571428571427,0.14814814814814814,0
0.6449226630800269,0.35714285714285715,0.18518518518518517,0
0.296906523201076,0.2857142857142857,0.07407407407407407,0
0.6432414256893073,0.14285714285714285,0.5555555555555556,0
0.16240753194351043,0.11904761904761904,0.037037037037037035,0
0.06724949562878278,0.11904761904761904,0.18518518518518517,0
0.2669804976462677,0.21428571428571427,0.48148148148148145,0
0.6415601882985877,0.5714285714285714,0.07407407407407407,0
0.6893073301950235,0.5476190476190477,0.07407407407407407,0
0.6311365164761265,0.3333333333333333,0.18518518518518517,0
0.5655682582380632,0.40476190476190477,0.2222222222222222,0
0.14223268325487562,0.5952380952380952,0.037037037037037035,1
0.22259583053127102,0.7380952380952381,0.0,1
0.16139878950907868,0.40476190476190477,0.0,1
0.09045057162071285,0.8571428571428571,0.0,1
0.004371217215870881,0.8571428571428571,0.07407407407407407,1
0.16711499663752521,0.7380952380952381,0.25925925925925924,1
0.4646940147948891,0.7619047619047619,0.1111111111111111,1
0.5803631472763955,0.5476190476190477,0.0,1
0.0053799596503026235,0.8095238095238095,0.037037037037037035,1
0.15635507733692,0.35714285714285715,0.037037037037037035,1
0.0968392737054472,0.6904761904761905,0.0,1
0.4465366509751177,0.30952380952380953,0.07407407407407407,1
0.02051109616677875,0.47619047619047616,0.0,1
0.1597175521183591,0.6428571428571429,0.07407407407407407,1
0.3967720242098185,0.47619047619047616,0.0,1
0.2767316745124412,0.5952380952380952,0.07407407407407407,1
0.28412911903160726,0.35714285714285715,0.0,1
0.4098856758574311,0.7380952380952381,0.037037037037037035,1
0.11869535978480161,0.2857142857142857,0.0,1
0.2938802958977808,0.5238095238095238,0.0,1
0.10188298587760591,0.5476190476190477,0.0,1
0.8187626092804305,0.47619047619047616,0.037037037037037035,1
0.4683927370544721,0.6904761904761905,0.07407407407407407,1
0.5712844653665097,0.21428571428571427,0.07407407407407407,1
0.5050437121721587,0.6428571428571429,0.037037037037037035,1
0.2199058507061197,0.4523809523809524,0.07407407407407407,1
0.44720914593140554,0.40476190476190477,0.037037037037037035,1
0.6207128446536652,0.6428571428571429,0.0,1
0.10322797579018157,0.21428571428571427,0.0,1
0.36718224613315403,0.30952380952380953,0.07407407407407407,1
0.19401479488903833,0.7619047619047619,0.037037037037037035,1
0.08002689979825152,0.7857142857142857,0.0,1
0.6617350369872226,0.3333333333333333,0.0,1
0.09616677874915938,0.6904761904761905,0.037037037037037035,1
0.1207128446536651,0.8809523809523809,0.18518518518518517,1
0.660053799596503,0.7857142857142857,0.0,1
0.33355749831876264,0.4523809523809524,0.037037037037037035,1
0.35036987222595833,0.6666666666666666,0.0,1
0.7565568258238063,0.6428571428571429,0.037037037037037035,1
0.632481506388702,0.6190476190476191,0.2222222222222222,1
0.21519838601210492,0.5952380952380952,0.0,1
0.07498318762609281,0.6190476190476191,0.14814814814814814,1
0.41358439811701414,0.5476190476190477,0.037037037037037035,1
0.14324142568930734,0.7380952380952381,0.07407407407407407,1
0.3944182918628111,0.40476190476190477,0.037037037037037035,1
0.06052454606590451,0.8333333333333334,0.0,1
0.08271687962340282,0.30952380952380953,0.037037037037037035,1
0.2273032952252858,0.3333333333333333,0.037037037037037035,1
0.8271687962340283,0.2857142857142857,0.037037037037037035,1
0.02723604572965703,0.4523809523809524,0.037037037037037035,1
0.28412911903160726,0.6904761904761905,0.14814814814814814,1
0.22595830531271016,0.7857142857142857,0.037037037037037035,1
0.7831203765971755,0.2619047619047619,0.07407407407407407,1
0.0010087424344317419,0.8333333333333334,0.07407407407407407,1
0.0988567585743107,0.6428571428571429,0.0,1
0.6075991930060525,0.30952380952380953,0.1111111111111111,1
0.2918628110289173,0.5,0.037037037037037035,1
0.21082716879623403,0.6190476190476191,0.0,1
0.01277740416946873,0.9285714285714286,0.0,1
0.4704102219233356,0.2857142857142857,0.07407407407407407,1
0.13718897108271688,0.9523809523809523,0.0,1
0.4559515803631473,0.21428571428571427,0.07407407407407407,1
0.5312710154673841,0.6428571428571429,0.0,1
0.21149966375252185,0.5714285714285714,0.07407407407407407,1
0.12104909213180902,0.5952380952380952,0.18518518518518517,1
0.04270342972427707,0.7619047619047619,0.07407407407407407,1
0.22595830531271016,0.38095238095238093,0.0,1
0.07800941492938802,0.7380952380952381,0.0,1
0.5060524546065905,0.5952380952380952,0.037037037037037035,1
0.13147276395427035,0.5952380952380952,0.037037037037037035,1
0.2952252858103564,0.6666666666666666,0.0,1
0.14626765299260255,0.3333333333333333,0.1111111111111111,1
0.5928043039677202,0.30952380952380953,0.0,1
0.25453934095494285,0.6904761904761905,0.0,1
0.016476126429051784,0.8095238095238095,0.037037037037037035,1
0.22057834566240753,0.5714285714285714,0.0,1
0.04472091459314056,0.8571428571428571,0.0,1
0.02118359112306658,0.40476190476190477,0.07407407407407407,1
0.5746469401479489,0.4523809523809524,0.07407407407407407,1
0.11533288500336249,0.47619047619047616,0.0,1
0.234364492266308,0.7619047619047619,0.07407407407407407,1
0.11163416274377942,0.5714285714285714,0.0,1
0.4172831203765972,0.6666666666666666,0.14814814814814814,1
0.04976462676529926,0.40476190476190477,0.07407407407407407,1
0.2942165433759247,0.7380952380952381,0.14814814814814814,1
0.026899798251513115,0.5476190476190477,0.037037037037037035,1
0.6650975117686618,0.3333333333333333,0.07407407407407407,1
0.7908540685944856,0.35714285714285715,0.07407407407407407,1
0.4828513786146604,0.5714285714285714,0.037037037037037035,1
0.7293207800941494,0.23809523809523808,0.07407407407407407,1
0.44048419636852726,0.30952380952380953,0.037037037037037035,1
0.3154001344989913,0.5952380952380952,0.037037037037037035,1
0.03833221250840618,0.6428571428571429,0.037037037037037035,1
0.1156691324815064,0.8571428571428571,0.0,1
0.3661735036987223,0.6666666666666666,0.0,1
0.5228648285137862,0.42857142857142855,0.037037037037037035,1
0.4351042367182246,0.23809523809523808,0.037037037037037035,1
0.0,0.7619047619047619,0.0,1
0.34229993275050435,0.6428571428571429,0.037037037037037035,1
0.3473436449226631,0.5238095238095238,0.037037037037037035,1
0.3937457969065232,0.7857142857142857,0.0,1
0.14963012777404172,0.47619047619047616,0.07407407407407407,1
0.17451244115669134,0.7857142857142857,0.0,1
0.34229993275050435,0.30952380952380953,0.07407407407407407,1
0.08574310692669805,0.5952380952380952,0.1111111111111111,1
0.39071956960322796,0.3333333333333333,0.0,1
0.3332212508406187,0.3333333333333333,0.037037037037037035,1
0.18863483523873573,0.5238095238095238,0.037037037037037035,1
0.5279085406859448,0.5714285714285714,0.1111111111111111,1
