tsne_1,tsne_2
-68.8067,5.250868
0.46901268,-28.80378
21.94211,-32.130383
-32.87075,-23.913687
18.415407,-44.26427
-28.749947,-0.61103976
10.462788,-23.539745
-64.095055,-2.9626935
0.51755595,6.547741
-65.09675,7.8858833
38.551228,-27.702036
-32.840668,-33.278862
44.435867,20.719553
28.460482,-46.354725
54.429295,16.471806
14.047856,31.944527
-41.119724,-9.938668
36.8769,-32.08409
-62.308167,0.5990405
-0.3531344,26.984362
32.676834,-2.0559676
-46.894665,-8.158066
-25.383469,-4.724639
-1.6168983,-15.791621
-62.500206,4.8031955
-63.89317,21.291288
12.514276,-24.368406
-51.267918,-13.72916
-53.07325,20.462458
-54.2995,-16.489988
-46.30757,-12.461904
57.898933,11.786508
-47.904728,-7.8018136
-12.71783,-9.892896
-35.448414,40.26036
-45.39822,22.66365
-25.967348,4.8852897
-18.860695,37.47006
-59.133892,-16.828838
28.304167,-18.319895
-22.94611,30.65499
-6.369842,38.623737
-57.069427,16.707212
-3.7161202,8.053404
-43.097668,-5.2847023
-12.999496,-35.64689
-43.13831,-24.263477
17.574928,37.993084
-60.40158,-6.3433194
-68.8125,9.104127
-62.357826,-3.8778412
-60.339195,-0.4428525
48.36613,-23.304237
26.427708,10.440576
9.608511,39.88111
-0.60200644,44.271915
-35.91397,-30.718513
37.778633,27.22249
40.376186,19.330795
14.883094,-50.038307
0.10162764,-21.993158
-4.34489,4.2408576
-40.64533,35.818665
-16.466797,37.329758
-31.59253,-21.51783
-56.68993,26.777676
-26.852003,35.45877
-18.683176,7.914643
-37.147514,26.536324
24.735588,25.051487
-6.798905,13.086992
3.2717903,-12.082034
29.151804,34.56315
30.712646,36.68959
-55.85646,-13.3619585
-38.307995,35.650497
-40.208202,-4.616931
-30.375526,28.783215
-63.647278,-3.8948903
14.250726,-49.54056
-16.671764,-26.01505
-46.01915,6.211401
-32.916897,33.909916
48.199505,-17.135822
-53.679634,-21.06059
-52.739223,-8.729855
24.398527,28.35914
-27.47812,11.754194
36.18524,31.461134
-10.70439,40.045517
-33.719597,-32.63476
-26.201488,-27.458426
-8.479785,6.4591336
-15.270441,-30.661015
-25.859709,-35.453175
-18.760263,5.208852
33.718426,-17.71736
9.57643,-38.58968
11.456701,-2.3525636
-30.128656,32.29244
-20.630783,-15.108079
0.55109066,35.967575
-55.09838,-17.260296
33.149403,-33.90967
-33.390755,40.073128
-42.241596,-25.399601
16.156435,44.921158
41.73761,-39.19795
2.1945915,11.252607
-66.45344,-1.1377783
18.803778,-41.55901
-52.503788,-13.205688
-17.57177,-19.410192
24.936695,4.8331804
27.270155,37.57737
48.2413,-5.0099673
-66.765,1.0082464
-43.479313,19.842634
16.785404,-37.292133
19.185215,3.4448166
-63.847816,3.997033
-42.683758,13.62253
-32.584995,38.70044
11.950136,-44.337433
-10.931162,-25.68733
-33.027348,16.276764
32.150196,-8.499478
-38.55444,12.671326
52.892036,22.958088
-30.994238,15.292969
19.010214,0.49922723
-66.35213,0.5309866
-39.733234,31.642838
-4.335507,-9.486762
-17.85767,7.545332
3.681324,-46.97524
-32.664906,17.183914
25.773857,5.062341
-39.52258,30.785324
40.156525,-30.222124
13.030218,-1.5394534
-12.964219,-13.553775
9.928668,30.52111
-55.71199,-12.058335
11.803281,-1.5387876
-39.118027,18.737
-31.160057,16.64053
21.193344,-40.87436
23.392185,-45.36486
-18.286654,19.840797
4.627354,-31.904783
-26.190874,-35.08685
47.733414,6.237831
55.261105,18.557178
18.985033,-15.639695
9.924316,31.555006
-29.20752,9.605626
-36.433655,12.398001
-2.9475088,22.741476
-35.059074,15.974963
-7.0670567,42.102604
-47.963234,-14.184291
23.791481,9.979762
12.721972,19.240526
27.98826,37.501904
-17.488405,-26.291754
-36.758804,-15.530169
17.383986,15.239996
34.1743,-41.334118
-45.918995,23.485645
37.792862,-42.962097
2.9121795,16.013384
-67.5915,0.17218034
-40.629753,30.7848
-11.922303,37.123413
-8.946866,-7.3605947
-18.70347,19.583605
24.569607,-42.227028
27.837818,-2.032936
-16.20298,20.098658
27.971233,-48.324417
-63.98985,-4.9184403
-28.005915,35.074337
-23.177969,8.470784
14.176363,-43.67885
-60.33835,2.6562917
-8.667681,31.024181
22.00893,16.412737
33.97582,-1.058688
-34.71836,-13.742352
-13.735023,-27.069773
-12.922508,42.739235
-13.708965,-33.78992
-56.38181,-5.297365
-67.7572,-0.7663035
20.287653,-5.774491
-46.650707,22.028328
-29.871195,24.154446
50.201954,2.9483247
22.143755,-1.8818326
52.024364,-18.458288
-54.75332,-17.495684
29.42486,-46.4705
14.992921,-15.036164
-26.96067,-18.192192
43.07265,7.74188
36.140133,7.0296235
17.301016,-49.45095
0.83294535,-47.253197
17.767443,-33.01591
23.286606,25.4729
57.422165,-16.001886
-4.633057,0.33091068
15.067748,-8.567359
2.9076264,-8.914517
15.110326,-7.4915833
-12.859675,-6.907261
-23.587772,-38.51196
0.7154316,51.924904
38.6307,7.2799134
28.714334,23.939087
48.68337,8.139756
47.583103,27.423275
51.73326,27.785015
44.403145,-27.815489
53.642128,-12.521551
28.237385,21.464874
37.183968,-43.417465
-13.683142,-41.641342
35.96578,0.18490544
33.50303,-46.802
-9.440027,27.523245
56.797604,16.053532
30.261377,-25.15947
-54.299164,5.2870584
43.840954,-7.222525
-10.855342,-6.925493
31.438765,17.98333
48.763397,9.200893
42.015778,12.625375
50.204815,-2.1660657
24.097918,-48.044373
37.46019,13.27417
-27.432251,-10.361045
-12.1053705,-40.359447
46.390614,19.617962
32.67324,18.144732
33.379208,15.158588
37.599445,21.11583
-36.908184,-23.475342
51.399574,-24.676638
33.224365,-27.829483
32.453655,-12.979947
15.390526,19.774544
-25.068506,-37.191605
22.94369,-4.0604596
-5.843137,28.784126
29.285553,18.74854
33.281513,-46.7284
9.679371,22.18431
-0.6167399,-48.059902
-1.1195048,52.191242
4.500916,-2.4270782
44.152374,1.2218899
48.226246,29.924995
41.089752,-24.14817
44.97588,-22.68375
13.875492,-27.897312
-36.05766,10.45245
42.340435,6.6720157
-43.25355,-24.667543
23.366852,-21.786469
-40.04128,-27.014158
18.71504,-5.538525
30.79816,22.983875
49.3125,-23.651022
-32.95813,-16.898006
-24.570774,-37.328457
23.417643,20.697647
21.705437,-4.21057
0.8616702,20.804155
-8.682002,24.454159
-29.096453,-12.94048
42.87616,-20.689623
-8.444419,-20.664139
49.11918,-31.216682
33.323803,15.356999
28.155699,12.079449
21.177116,-3.4401548
47.783478,7.337707
30.822933,-46.518826
-21.833384,41.77127
14.014172,40.017056
39.562885,-19.272297
37.429558,13.687839
-50.749973,-15.778572
22.481945,6.277441
39.428524,-13.37961
6.7390904,-30.355722
11.527925,-37.038803
-0.70043063,3.3877366
45.581367,-24.447481
14.210535,-38.416077
-22.558641,-4.4873204
5.1794505,35.116734
30.087082,-18.880028
-25.502901,-4.349762
-56.077477,-8.0066
32.21006,-6.371475
35.26219,-0.056176364
29.268599,32.917572
-25.171219,-22.087038
-55.969925,-19.842886
-23.420643,14.589221
17.215393,12.195777
-9.434765,13.9183855
9.191554,38.520245
-1.4467529,-10.617737
24.83763,29.32844
44.88938,-30.770273
-57.288597,20.005266
44.578804,3.416411
-6.273269,3.649264
21.566515,-42.266655
-10.282488,-9.170741
-60.640812,-0.7842746
26.595243,2.7069018
-46.14486,-5.1458936
-17.302649,-24.10839
-30.033464,7.9949203
-19.434954,-1.5825356
-19.680172,2.176624
11.256428,35.413826
40.75514,-14.919193
22.185072,7.5490165
-26.60686,2.5193381
26.140507,35.764057
29.27489,12.48572
-30.292454,25.41733
-5.9427676,37.43883
-10.513262,2.2589893
33.512634,-4.9258657
57.96433,10.963594
11.506278,0.20384757
-21.981068,5.6996093
-57.948444,-16.516935
-34.954643,28.672895
-3.4397438,-6.8156676
6.041482,17.572952
2.448075,15.855745
-6.7535233,34.857876
48.41491,13.7813635
10.307175,4.8047094
30.81959,25.338623
14.404026,-33.332188
-26.117025,18.670847
36.221424,-41.04098
-21.3626,-25.527903
61.042774,-16.014174
-47.535004,23.814371
-21.785355,-29.199455
-4.962633,41.911552
-1.5082269,-24.843132
-15.110513,37.426643
14.322543,-32.530403
-23.359228,0.48859426
51.25788,22.806917
7.211667,5.2894297
41.660572,-18.245884
17.316866,-15.980856
-8.145914,-30.62506
-3.308953,42.073154
-6.3744974,-13.498245
58.633278,-15.153463
-10.291554,-11.378691
41.598297,-4.3174367
19.642868,15.7046585
14.37258,-17.480692
-51.68038,15.925995
-16.899523,41.85048
-13.714653,-6.34664
21.955936,-7.0899034
-8.926828,12.948334
47.629406,11.762369
44.627117,13.964097
-20.935743,2.6810455
-33.715496,15.911537
-12.75768,14.270846
-20.48746,41.97805
32.522583,-15.766707
-66.98728,-3.6057827
28.167898,34.855667
47.57163,-15.131065
-27.441149,33.630245
-0.4499058,3.2026842
-33.529514,38.56319
-7.532017,14.284946
47.729523,-12.156276
46.20926,1.3920245
48.84679,-19.763952
-17.464859,38.657806
7.102085,-23.909157
23.400316,-26.829546
-17.79748,31.560278
36.75351,-16.995493
43.143623,-11.734338
31.074732,-5.3450403
39.84548,-24.07904
-0.7737667,45.734444
50.824352,22.871838
-55.81647,25.588287
-51.83597,-10.560642
57.43939,-2.9271328
23.510313,-17.978966
-48.42985,12.430269
-8.772335,-29.625216
38.319855,-15.872018
-39.015087,34.140602
8.632775,37.631905
0.369968,26.78276
2.6595278,-27.940754
-40.65237,5.7056456
-37.648945,-35.567566
-30.300648,-20.181347
-28.980312,33.606247
35.184853,-20.995674
-39.50293,-3.2689662
-54.234257,14.4159355
4.8123736,18.624674
-9.683282,36.250492
35.909702,-25.301271
-37.478752,36.819794
40.316372,-10.751357
-3.9656212,15.311566
3.3919115,35.165813
13.413432,33.96519
16.900202,2.4278848
34.184834,-10.263832
-8.694252,49.411175
39.027092,-38.67551
-36.654423,3.8814714
-31.844433,26.071547
37.48772,-38.60284
25.69892,38.948776
18.5817,27.670477
52.919815,21.438435
-4.3021827,47.243313
-0.47741157,41.496567
-31.976189,33.71165
-18.273409,-0.5312133
-46.71686,22.793068
-37.286743,3.94052
45.6883,12.580886
-60.696255,-2.3881853
-4.428184,-9.858856
56.39882,-1.7596048
43.497604,17.102785
26.9561,37.187965
0.6819314,-42.644802
49.351505,21.570568
40.051037,26.651176
20.780912,9.443213
28.838572,-40.92081
49.493584,22.276789
30.62613,35.296745
-15.672354,-22.7978
23.762539,-15.5271225
-29.517994,7.729161
54.74279,10.642654
39.48105,-25.22056
-22.480953,39.369686
-17.422632,20.120365
13.41286,10.394095
-5.7173758,-38.386745
-41.35395,-7.209337
27.464336,-23.838305
38.895496,-22.5919
-15.658463,7.0850368
-9.513558,43.85431
47.058006,-6.509888
14.876024,4.0406632
44.524544,-14.119557
-60.283775,27.622238
22.63555,7.2124305
-20.35467,-15.730385
2.0328462,-24.76976
-40.39618,-17.056065
-59.302628,3.8148577
2.6511188,35.032776
-34.612858,6.7559805
14.557839,35.48752
-17.984526,37.975018
41.16629,-11.712957
-4.7153544,43.016926
24.364182,25.80324
-12.227276,44.18246
-31.397682,25.033098
27.010237,-28.765709
41.56762,17.606186
-36.363686,-18.863165
