dti,fico,inq.last.6mths
0.8876933422999328,0.38095238095238093,0.07407407407407407
0.4377942165433759,0.3333333333333333,0.14814814814814814
0.65635507733692,0.2619047619047619,0.14814814814814814
0.5443846671149967,0.2619047619047619,0.14814814814814814
0.8917283120376598,0.23809523809523808,0.14814814814814814
0.6687962340282448,0.11904761904761904,0.2222222222222222
0.7367182246133155,0.14285714285714285,0.1111111111111111
0.5410221923335575,0.3333333333333333,0.2222222222222222
0.4680564895763282,0.19047619047619047,0.0
0.5141223940820444,0.42857142857142855,0.14814814814814814
0.4646940147948891,0.2857142857142857,0.25925925925925924
0.5611970410221924,0.40476190476190477,0.2222222222222222
0.6597175521183591,0.47619047619047616,0.14814814814814814
0.2982515131136516,0.23809523809523808,0.14814814814814814
0.8352387357094823,0.30952380952380953,0.07407407407407407
0.7911903160726296,0.11904761904761904,0.037037037037037035
0.8069939475453934,0.2619047619047619,0.14814814814814814
0.22494956287827844,0.14285714285714285,0.037037037037037035
0.47848016139878957,0.16666666666666666,0.14814814814814814
0.9559515803631473,0.38095238095238093,0.1111111111111111
0.07397444519166108,0.21428571428571427,0.037037037037037035
0.7824478816408877,0.19047619047619047,0.037037037037037035
0.5457296570275724,0.2857142857142857,0.18518518518518517
0.5601882985877606,0.30952380952380953,0.18518518518518517
0.6008742434431742,0.47619047619047616,0.14814814814814814
0.5689307330195025,0.14285714285714285,0.2962962962962963
0.39475453934095495,0.40476190476190477,0.14814814814814814
0.03295225285810357,0.30952380952380953,0.14814814814814814
0.5971755211835912,0.47619047619047616,0.2222222222222222
0.6674512441156693,0.19047619047619047,0.3333333333333333
0.4606590450571621,0.5476190476190477,0.14814814814814814
0.23032952252858105,0.2619047619047619,0.0
0.5154673839946201,0.16666666666666666,0.37037037037037035
0.5605245460659046,0.2857142857142857,0.14814814814814814
0.4969737726967048,0.23809523809523808,0.14814814814814814
0.43140551445864156,0.16666666666666666,0.4444444444444444
0.4182918628110289,0.30952380952380953,0.14814814814814814
0.4546065904505716,0.19047619047619047,0.07407407407407407
0.6136516476126429,0.42857142857142855,0.2222222222222222
0.28244788164088774,0.16666666666666666,0.1111111111111111
0.49562878278412914,0.16666666666666666,0.037037037037037035
0.50773369199731,0.11904761904761904,0.1111111111111111
0.5810356422326833,0.19047619047619047,0.07407407407407407
0.226630800268998,0.5714285714285714,0.14814814814814814
0.7128446536650975,0.23809523809523808,0.18518518518518517
0.6223940820443847,0.2619047619047619,0.37037037037037035
0.21721587088096841,0.38095238095238093,0.3333333333333333
0.7340282447881641,0.23809523809523808,0.14814814814814814
0.4011432414256893,0.47619047619047616,0.14814814814814814
0.5595158036314728,0.2619047619047619,0.25925925925925924
0.26361802286482855,0.38095238095238093,0.14814814814814814
0.19569603227975793,0.30952380952380953,0.14814814814814814
0.722932078009415,0.19047619047619047,0.25925925925925924
0.2363819771351715,0.5714285714285714,0.2222222222222222
0.5484196368527235,0.30952380952380953,0.14814814814814814
0.29051782111634167,0.21428571428571427,0.037037037037037035
0.3459986550100874,0.16666666666666666,0.1111111111111111
0.6126429051782112,0.23809523809523808,0.1111111111111111
0.1230665770006725,0.47619047619047616,0.18518518518518517
0.6301277740416946,0.23809523809523808,0.14814814814814814
0.34667114996637527,0.4523809523809524,0.18518518518518517
0.40517821116341635,0.11904761904761904,0.07407407407407407
0.46402151983860124,0.30952380952380953,0.18518518518518517
0.7326832548755885,0.5,0.0
0.8453261600537997,0.47619047619047616,0.0
0.8540685944855414,0.42857142857142855,0.0
0.695696032279758,0.40476190476190477,0.14814814814814814
0.5662407531943511,0.38095238095238093,0.14814814814814814
0.5531271015467384,0.30952380952380953,0.2222222222222222
0.765635507733692,0.35714285714285715,0.2222222222222222
0.125084061869536,0.38095238095238093,0.0
0.4495628782784129,0.4523809523809524,0.2222222222222222
0.8628110289172831,0.47619047619047616,0.07407407407407407
0.07262945527908542,0.21428571428571427,0.2222222222222222
0.5615332885003362,0.21428571428571427,0.14814814814814814
0.6176866173503699,0.19047619047619047,0.037037037037037035
0.45729657027572296,0.23809523809523808,0.14814814814814814
0.789172831203766,0.38095238095238093,0.0
0.1882985877605918,0.8809523809523809,0.0
0.636516476126429,0.11904761904761904,0.25925925925925924
0.5706119704102219,0.16666666666666666,0.037037037037037035
0.0578345662407532,0.5,0.14814814814814814
0.0070611970410221925,0.2619047619047619,0.25925925925925924
0.5171486213853397,0.2857142857142857,0.14814814814814814
0.4700739744451917,0.5476190476190477,0.14814814814814814
0.4340954942837929,0.23809523809523808,0.5555555555555556
0.6583725622057834,0.11904761904761904,0.0
0.6308002689979826,0.5476190476190477,0.14814814814814814
0.6765299260255548,0.21428571428571427,0.18518518518518517
0.636516476126429,0.23809523809523808,0.18518518518518517
0.5618695359784802,0.2857142857142857,0.18518518518518517
0.15265635507733694,0.14285714285714285,0.07407407407407407
0.4145931405514459,0.2857142857142857,0.14814814814814814
0.44250168123739075,0.14285714285714285,0.1111111111111111
0.1324815063887021,0.16666666666666666,0.1111111111111111
0.6331540013449899,0.23809523809523808,0.14814814814814814
0.6112979152656355,0.23809523809523808,0.18518518518518517
0.6886348352387358,0.16666666666666666,0.25925925925925924
0.24445191661062543,0.14285714285714285,0.0
0.64862138533961,0.35714285714285715,0.14814814814814814
0.7414256893073302,0.19047619047619047,0.1111111111111111
0.7652992602555482,0.47619047619047616,0.07407407407407407
0.433759246805649,0.38095238095238093,0.14814814814814814
0.9535978480161399,0.2619047619047619,0.037037037037037035
0.4983187626092805,0.14285714285714285,0.1111111111111111
0.5282447881640888,0.11904761904761904,0.1111111111111111
0.4351042367182246,0.4523809523809524,0.0
0.765635507733692,0.4523809523809524,0.14814814814814814
0.5420309347679892,0.21428571428571427,0.18518518518518517
0.820780094149294,0.3333333333333333,0.18518518518518517
0.14593140551445866,0.11904761904761904,0.2962962962962963
0.14122394082044387,0.30952380952380953,0.2962962962962963
